sample	entrez	no_ALL_muts	no_NSI_muts	no_NTDam_muts	no_TRUNC_muts	no_GOF_muts	Copy_number	CNVGain	CNVLoss
sim78	55904	0	0	0	0	0	5	1	0
sim78	55922	0	0	0	0	0	6	1	0
sim78	56992	1	1	1	0	0	2	0	0
sim78	57191	0	0	0	0	0	0	0	1
sim78	57210	0	0	0	0	0	5	1	0
sim78	57507	1	1	0	0	0	2	0	0
sim78	57526	0	0	0	0	0	6	1	0
sim78	57549	0	0	0	0	0	6	1	0
sim78	57646	1	1	1	0	0	2	0	0
sim78	57657	0	0	0	0	0	6	1	0
sim78	60529	1	1	1	0	0	2	0	0
sim78	63035	1	1	1	0	0	5	1	0
sim78	63893	1	1	1	0	0	2	0	0
sim78	64102	0	0	0	0	0	5	1	0
sim78	64321	0	0	0	0	0	5	1	0
sim78	65987	0	0	0	0	0	6	1	0
sim78	79605	0	0	0	0	0	5	1	0
sim78	79673	0	0	0	0	0	5	1	0
sim78	79783	1	1	1	0	0	2	0	0
sim78	80308	0	0	0	0	0	6	1	0
sim78	81671	0	0	0	0	0	11	1	0
sim78	84033	1	1	0	0	0	2	0	0
sim78	84456	0	0	0	0	0	3	0	0
sim78	84675	0	0	0	0	0	5	1	0
sim78	84678	1	1	1	0	0	2	0	0
sim78	84707	0	0	0	0	0	5	1	0
sim78	85476	1	1	0	1	0	2	0	0
sim78	89782	0	0	0	0	0	5	1	0
sim78	92255	1	1	1	0	0	2	0	0
sim78	92335	0	0	0	0	0	7	1	0
sim78	93589	1	1	1	0	0	2	0	0
sim78	114786	1	1	1	0	0	2	0	0
sim78	114800	1	1	0	0	0	2	0	0
sim78	114815	1	1	1	0	0	2	0	0
sim78	116228	0	0	0	0	0	5	1	0
sim78	116987	1	1	1	0	0	2	0	0
sim78	120065	1	1	1	0	0	2	0	0
sim78	123624	1	1	1	0	0	2	0	0
sim78	128372	0	0	0	0	0	5	1	0
sim78	129684	1	1	0	0	0	2	0	0
sim78	131870	0	0	0	0	0	5	1	0
sim78	133584	1	1	1	0	0	2	0	0
sim78	137835	0	0	0	0	0	6	1	0
sim78	138724	0	0	0	0	0	6	1	0
sim78	139741	0	0	0	0	0	5	1	0
sim78	139804	0	0	0	0	0	6	1	0
sim78	139886	0	0	0	0	0	1	0	1
sim78	140456	0	0	0	0	0	5	1	0
sim78	140462	0	0	0	0	0	5	1	0
sim78	146754	1	1	1	0	0	2	0	0
sim78	157506	0	0	0	0	0	7	1	0
sim78	158521	0	0	0	0	0	5	1	0
sim78	169166	0	0	0	0	0	5	1	0
sim78	169355	0	0	0	0	0	6	1	0
sim78	170685	0	0	0	0	0	5	1	0
sim78	196385	1	1	1	0	0	2	0	0
sim78	200576	1	1	1	0	0	2	0	0
sim78	203100	0	0	0	0	0	27	1	0
sim78	254950	1	1	1	1	0	2	0	0
sim78	255374	0	0	0	0	0	6	1	0
sim78	256933	0	0	0	0	0	5	1	0
sim78	266740	0	0	0	0	0	6	1	0
sim78	286144	0	0	0	0	0	5	1	0
sim78	344838	1	1	0	0	0	2	0	0
sim78	375033	0	0	0	0	0	6	1	0
sim78	375567	1	1	1	0	0	2	0	0
sim78	387755	0	0	0	0	0	5	1	0
sim78	389898	0	0	0	0	0	5	1	0
sim78	390637	0	0	0	0	0	4	0	0
sim78	391712	0	0	0	0	0	0	0	1
sim78	399967	0	0	0	0	0	5	1	0
sim78	441250	0	0	0	0	0	4	0	0
sim78	654231	0	0	0	0	0	5	1	0
sim78	728215	1	1	1	0	0	2	0	0
sim78	729250	0	0	0	0	0	4	0	0
sim78	100133251	0	0	0	0	0	5	1	0
sim78	102724428	0	0	0	0	0	6	1	0
sim79	214	0	0	0	0	0	4	0	0
sim79	440	1	1	1	0	0	2	0	0
sim79	460	1	1	0	0	0	2	0	0
sim79	567	1	1	1	0	0	2	0	0
sim79	577	1	1	1	0	0	2	0	0
sim79	673	1	1	1	0	1	2	0	0
sim79	725	0	0	0	0	0	4	0	0
sim79	760	1	1	1	0	0	2	0	0
sim79	777	1	1	1	0	0	2	0	0
sim79	783	1	1	1	0	0	2	0	0
sim79	793	0	0	0	0	0	4	0	0
sim79	999	0	0	0	0	0	1	0	1
sim79	1008	2	2	1	0	0	2	0	0
sim79	1106	1	1	0	0	0	2	0	0
sim79	1118	1	1	1	0	0	2	0	0
sim79	1290	1	1	1	0	0	2	0	0
sim79	1295	0	0	0	0	0	5	1	0
sim79	1345	0	0	0	0	0	5	1	0
sim79	1359	1	1	0	0	0	2	0	0
sim79	1431	0	0	0	0	0	5	1	0
sim79	1585	1	1	0	0	0	2	0	0
sim79	1678	0	0	0	0	0	4	0	0
sim79	1756	1	1	1	0	0	2	0	0
sim79	1769	1	1	1	0	0	2	0	0
sim79	1879	0	0	0	0	0	1	0	1
sim79	1936	0	0	0	0	0	5	1	0
sim79	1998	2	1	1	0	0	2	0	0
sim79	2195	1	1	1	1	0	2	0	0
sim79	2203	1	1	0	0	0	2	0	0
sim79	2317	0	0	0	0	0	1	0	1
sim79	2321	1	1	1	0	0	2	0	0
sim79	2557	1	1	1	0	0	2	0	0
sim79	2913	0	0	0	0	0	3	0	0
sim79	2914	0	0	0	0	0	5	1	0
sim79	2986	1	1	1	0	0	2	0	0
sim79	3164	1	1	1	1	0	2	0	0
sim79	3338	0	0	0	0	0	5	1	0
sim79	3423	0	0	0	0	0	5	1	0
sim79	3574	0	0	0	0	0	4	0	0
sim79	3638	0	0	0	0	0	4	0	0
sim79	3645	1	1	0	0	0	2	0	0
sim79	3708	1	1	1	1	0	2	0	0
sim79	3736	1	1	1	1	0	2	0	0
sim79	3911	1	1	1	0	0	2	0	0
sim79	4025	1	1	1	0	0	2	0	0
sim79	4036	2	2	2	0	0	2	0	0
sim79	4111	0	0	0	0	0	5	1	0
sim79	4179	0	0	0	0	0	5	1	0
sim79	4300	0	0	0	0	0	0	0	1
sim79	4436	1	1	1	0	0	2	0	0
sim79	4478	0	0	0	0	0	5	1	0
sim79	4543	1	1	1	0	0	2	0	0
sim79	4552	1	1	1	0	0	2	0	0
sim79	4606	1	1	1	0	0	2	0	0
sim79	4627	0	0	0	0	0	1	0	1
sim79	4703	1	1	1	0	0	2	0	0
sim79	4867	1	1	0	0	0	2	0	0
sim79	5053	1	1	1	0	0	2	0	0
sim79	5067	1	1	1	0	0	2	0	0
sim79	5193	0	0	0	0	0	4	0	0
sim79	5309	2	2	0	1	0	2	0	0
sim79	5313	0	0	0	0	0	4	0	0
sim79	5462	0	0	0	0	0	5	1	0
sim79	5470	1	1	1	0	0	2	0	0
sim79	5504	0	0	0	0	0	5	1	0
sim79	5542	1	1	1	0	0	2	0	0
sim79	5550	1	1	1	1	0	2	0	0
sim79	5768	0	0	0	0	0	5	1	0
sim79	6005	0	0	0	0	0	4	0	0
sim79	6045	0	0	0	0	0	4	0	0
sim79	6101	0	0	0	0	0	3	0	0
sim79	6263	1	1	1	1	0	2	0	0
sim79	6272	1	1	1	0	0	2	0	0
sim79	6317	1	1	1	0	0	2	0	0
sim79	6362	0	0	0	0	0	4	0	0
sim79	6403	2	2	1	1	0	2	0	0
sim79	6444	1	1	1	0	0	2	0	0
sim79	6473	1	1	0	0	0	2	0	0
sim79	6476	0	0	0	0	0	7	1	0
sim79	6535	0	0	0	0	0	5	1	0
sim79	6708	1	1	1	1	0	2	0	0
sim79	6787	1	1	1	0	0	2	0	0
sim79	6788	0	0	0	0	0	6	1	0
sim79	6833	1	1	1	0	0	2	0	0
sim79	6867	0	0	0	0	0	4	0	0
sim79	6873	0	0	0	0	0	5	1	0
sim79	7096	1	1	1	0	0	2	0	0
sim79	7157	1	1	1	1	1	2	0	0
sim79	7173	1	1	1	0	0	2	0	0
sim79	7179	1	1	1	1	0	2	0	0
sim79	7223	1	1	1	0	0	2	0	0
sim79	7273	3	1	3	0	0	2	0	0
sim79	7355	1	1	1	0	0	2	0	0
sim79	7411	0	0	0	0	0	5	1	0
sim79	7515	3	1	1	0	0	2	0	0
sim79	7525	1	1	1	0	0	2	0	0
sim79	7535	1	1	0	0	0	2	0	0
sim79	7564	0	0	0	0	0	5	1	0
sim79	7711	1	1	0	1	0	2	0	0
sim79	7916	1	1	0	0	0	2	0	0
sim79	7919	1	1	1	0	0	2	0	0
sim79	8001	1	1	1	0	0	2	0	0
sim79	8326	1	0	1	0	0	2	0	0
sim79	8346	0	0	0	0	0	4	0	0
sim79	8419	1	1	1	0	0	2	0	0
sim79	8437	0	0	0	0	0	5	1	0
sim79	8500	1	1	1	0	0	2	0	0
sim79	8549	1	1	1	1	0	2	0	0
sim79	9068	0	0	0	0	0	4	0	0
sim79	9113	2	1	1	1	0	2	0	0
sim79	9154	1	1	1	0	0	2	0	0
sim79	9213	0	0	0	0	0	5	1	0
sim79	9290	1	1	1	1	0	2	0	0
sim79	9509	1	1	1	0	0	2	0	0
sim79	9515	1	1	1	0	0	2	0	0
sim79	9627	1	1	1	0	0	2	0	0
sim79	9693	1	1	1	0	0	2	0	0
sim79	9699	0	0	0	0	0	5	1	0
sim79	9732	1	1	1	0	0	2	0	0
sim79	9787	1	1	1	0	0	2	0	0
sim79	9793	3	3	1	0	0	2	0	0
sim79	9832	1	1	1	0	0	2	0	0
sim79	9870	1	1	1	0	0	2	0	0
sim79	9879	0	0	0	0	0	4	0	0
sim79	9960	1	1	1	0	0	2	0	0
sim79	10008	1	1	0	0	0	2	0	0
sim79	10021	1	1	1	0	0	2	0	0
sim79	10142	0	0	0	0	0	30	1	0
sim79	10161	0	0	0	0	0	4	0	0
sim79	10224	0	0	0	0	0	4	0	0
sim79	10363	1	1	1	1	0	2	0	0
sim79	10586	1	1	1	0	0	2	0	0
sim79	10926	0	0	0	0	0	4	0	0
sim79	11062	1	1	1	0	0	2	0	0
sim79	11136	1	1	1	0	0	2	0	0
sim79	11273	1	1	1	0	0	2	0	0
sim79	11276	1	1	1	0	0	2	0	0
sim79	22824	1	1	1	0	0	2	0	0
sim79	22859	1	1	1	0	0	2	0	0
sim79	23043	0	0	0	0	0	4	0	0
sim79	23054	0	0	0	0	0	5	1	0
sim79	23072	1	1	1	0	0	2	0	0
sim79	23126	0	0	0	0	0	4	0	0
sim79	23127	1	1	1	0	0	2	0	0
sim79	23224	1	1	1	0	0	2	0	0
sim79	23299	1	1	1	0	0	2	0	0
sim79	23379	1	1	0	1	0	2	0	0
sim79	23598	0	0	0	0	0	4	0	0
sim79	23607	1	1	1	0	0	2	0	0
sim79	23650	0	0	0	0	0	1	0	1
sim79	23768	1	1	1	0	0	2	0	0
sim79	25828	1	1	0	1	0	2	0	0
sim79	26033	1	1	1	1	0	2	0	0
sim79	26074	1	1	1	0	0	2	0	0
sim79	26233	0	0	0	0	0	6	1	0
sim79	26249	1	1	1	0	0	2	0	0
sim79	27097	0	0	0	0	0	5	1	0
sim79	27177	1	1	0	0	1	2	0	0
sim79	28316	1	1	1	0	0	2	0	0
sim79	28976	1	1	1	0	0	2	0	0
sim79	29775	2	1	2	0	0	2	0	0
sim79	50945	0	0	0	0	0	5	1	0
sim79	51107	0	0	0	0	0	5	1	0
sim79	51111	1	1	0	0	0	2	0	0
sim79	51264	0	0	0	0	0	4	0	0
sim79	51271	1	1	1	0	0	2	0	0
sim79	51573	1	1	1	0	0	2	0	0
sim79	51603	0	0	0	0	0	4	0	0
sim79	53343	0	0	0	0	0	7	1	0
sim79	53353	3	3	1	0	0	2	0	0
sim79	53942	1	1	1	0	0	2	0	0
sim79	54413	1	1	1	0	0	2	0	0
sim79	54677	1	1	0	0	0	2	0	0
sim79	54768	2	2	1	0	0	2	0	0
sim79	54845	1	1	1	0	0	2	0	0
sim79	55074	1	1	1	0	0	2	0	0
sim79	55095	0	0	0	0	0	4	0	0
sim79	55129	1	1	1	0	0	2	0	0
sim79	55153	0	0	0	0	0	4	0	0
sim79	55187	1	1	1	0	0	2	0	0
sim79	55217	1	1	1	1	0	2	0	0
sim79	55530	1	1	1	0	0	2	0	0
sim79	55552	0	0	0	0	0	4	0	0
sim79	55636	0	0	0	0	0	6	1	0
sim79	55664	0	0	0	0	0	5	1	0
sim79	55689	0	0	0	0	0	5	1	0
sim79	55690	1	1	1	0	0	2	0	0
sim79	55779	0	0	0	0	0	6	1	0
sim79	55835	1	1	0	0	0	2	0	0
sim79	55998	0	0	0	0	0	5	1	0
sim79	56900	1	1	1	0	0	2	0	0
sim79	56934	1	1	1	0	0	2	0	0
sim79	57084	1	1	1	0	0	2	0	0
sim79	57124	0	0	0	0	0	8	1	0
sim79	57406	1	1	1	0	0	2	0	0
sim79	57484	0	0	0	0	0	8	1	0
sim79	57628	1	1	1	1	0	2	0	0
sim79	58492	2	1	0	1	0	2	0	0
sim79	58503	1	1	0	0	1	2	0	0
sim79	64145	0	0	0	0	0	12	1	0
sim79	64860	0	0	0	0	0	4	0	0
sim79	79007	1	1	1	0	0	2	0	0
sim79	79324	1	1	1	0	0	2	0	0
sim79	79366	0	0	0	0	0	5	1	0
sim79	79841	0	0	0	0	0	4	0	0
sim79	79943	0	0	0	0	0	6	1	0
sim79	80012	1	1	1	0	0	2	0	0
sim79	80063	1	1	0	0	0	2	0	0
sim79	80270	0	0	0	0	0	6	1	0
sim79	80724	1	1	1	0	0	2	0	0
sim79	81563	0	0	0	0	0	4	0	0
sim79	81691	1	1	1	0	0	2	0	0
sim79	83394	1	1	0	0	0	2	0	0
sim79	83481	1	1	1	0	0	2	0	0
sim79	83546	1	1	1	0	0	2	0	0
sim79	83604	0	0	0	0	0	4	0	0
sim79	83940	0	0	0	0	0	5	1	0
sim79	84033	1	1	1	0	0	2	0	0
sim79	84059	1	1	1	0	0	2	0	0
sim79	84134	0	0	0	0	0	4	0	0
sim79	84299	0	0	0	0	0	6	1	0
sim79	84952	1	1	0	0	0	2	0	0
sim79	84953	1	1	1	1	0	2	0	0
sim79	84959	1	1	1	0	0	2	0	0
sim79	84975	1	1	1	0	0	2	0	0
sim79	85302	1	1	1	0	0	2	0	0
sim79	85320	1	1	1	0	0	2	0	0
sim79	85376	1	1	1	0	0	2	0	0
sim79	89782	0	0	0	0	0	7	1	0
sim79	89796	1	0	1	0	0	2	0	0
sim79	89797	1	1	1	1	0	2	0	0
sim79	89978	1	1	1	0	0	2	0	0
sim79	91464	0	0	0	0	0	4	0	0
sim79	91966	0	0	0	0	0	4	0	0
sim79	93663	1	1	1	0	0	2	0	0
sim79	112858	0	0	0	0	0	6	1	0
sim79	114793	1	1	1	0	0	2	0	0
sim79	114822	2	1	1	0	0	2	0	0
sim79	116151	0	0	0	0	0	5	1	0
sim79	116228	0	0	0	0	0	4	0	0
sim79	117157	0	0	0	0	0	4	0	0
sim79	126669	0	0	0	0	0	5	1	0
sim79	129446	1	1	1	0	0	2	0	0
sim79	133418	1	1	1	0	0	2	0	0
sim79	135644	0	0	0	0	0	6	1	0
sim79	138639	1	1	1	0	0	2	0	0
sim79	138799	1	1	1	0	0	2	0	0
sim79	139322	1	1	1	0	0	2	0	0
sim79	145226	0	0	0	0	0	8	1	0
sim79	147381	1	1	1	0	0	2	0	0
sim79	147945	1	1	1	1	0	2	0	0
sim79	149076	1	1	0	0	0	2	0	0
sim79	157506	0	0	0	0	0	5	1	0
sim79	159963	0	0	0	0	0	5	1	0
sim79	162963	0	0	0	0	0	4	0	0
sim79	165918	0	0	0	0	0	6	1	0
sim79	169270	1	1	0	1	0	2	0	0
sim79	171019	1	1	1	1	0	2	0	0
sim79	196385	1	1	1	0	0	2	0	0
sim79	219865	1	1	0	1	0	2	0	0
sim79	220988	1	1	1	0	0	2	0	0
sim79	222236	1	1	1	0	0	2	0	0
sim79	253650	1	1	0	1	0	2	0	0
sim79	253982	1	1	0	0	0	2	0	0
sim79	254158	0	0	0	0	0	0	0	1
sim79	256764	1	1	1	1	0	2	0	0
sim79	266740	0	0	0	0	0	5	1	0
sim79	283677	1	1	1	0	0	2	0	0
sim79	283948	0	0	0	0	0	5	1	0
sim79	285315	0	0	0	0	0	6	1	0
sim79	285671	1	1	1	0	0	2	0	0
sim79	317719	1	1	1	0	0	2	0	0
sim79	338324	1	1	0	0	1	2	0	0
sim79	339479	1	1	1	0	1	2	0	0
sim79	340273	1	1	0	0	0	2	0	0
sim79	340542	0	0	0	0	0	4	0	0
sim79	347730	1	1	1	0	0	2	0	0
sim79	348654	1	1	0	0	0	2	0	0
sim79	348980	1	1	1	0	1	2	0	0
sim79	389072	1	1	1	0	0	2	0	0
sim79	389177	0	0	0	0	0	5	1	0
sim79	391190	0	0	0	0	0	5	1	0
sim79	391194	1	1	0	1	0	2	0	0
sim79	401145	1	1	1	0	0	2	0	0
sim79	440279	1	1	1	0	0	2	0	0
sim79	440503	2	1	1	0	0	2	0	0
sim79	441054	0	0	0	0	0	1	0	1
sim79	445582	1	1	0	0	1	2	0	0
sim79	474382	0	0	0	0	0	5	1	0
sim79	643418	0	0	0	0	0	0	0	1
sim79	654790	0	0	0	0	0	5	1	0
sim79	729431	0	0	0	0	0	5	1	0
sim79	100527949	1	1	0	0	1	2	0	0
sim8	13	0	0	0	0	0	16	1	0
sim8	22	0	0	0	0	0	12	1	0
sim8	60	0	0	0	0	0	12	1	0
sim8	142	0	0	0	0	0	13	1	0
sim8	161	0	0	0	0	0	7	0	0
sim8	176	0	0	0	0	0	6	0	0
sim8	185	0	0	0	0	0	15	1	0
sim8	186	0	0	0	0	0	32	1	0
sim8	215	0	0	0	0	0	13	1	0
sim8	223	0	0	0	0	0	13	1	0
sim8	408	0	0	0	0	0	4	0	0
sim8	492	0	0	0	0	0	13	1	0
sim8	695	0	0	0	0	0	16	1	0
sim8	729	0	0	0	0	0	16	1	0
sim8	793	0	0	0	0	0	10	0	0
sim8	1010	0	0	0	0	0	16	1	0
sim8	1020	0	0	0	0	0	17	1	0
sim8	1029	0	0	0	0	0	8	0	0
sim8	1142	0	0	0	0	0	5	0	0
sim8	1163	0	0	0	0	0	14	1	0
sim8	1193	0	0	0	0	0	12	1	0
sim8	1308	0	0	0	0	0	6	0	0
sim8	1314	0	0	0	0	0	20	1	0
sim8	1359	0	0	0	0	0	15	1	0
sim8	1360	0	0	0	0	0	15	1	0
sim8	1378	0	0	0	0	0	13	1	0
sim8	1379	0	0	0	0	0	13	1	0
sim8	1503	0	0	0	0	0	6	0	0
sim8	1520	0	0	0	0	0	13	1	0
sim8	1536	0	0	0	0	0	14	1	0
sim8	1576	0	0	0	0	0	15	1	0
sim8	1600	0	0	0	0	0	6	0	0
sim8	1609	0	0	0	0	0	13	1	0
sim8	1611	0	0	0	0	0	12	1	0
sim8	1641	0	0	0	0	0	7	0	0
sim8	1678	0	0	0	0	0	12	1	0
sim8	1730	0	0	0	0	0	12	1	0
sim8	1745	0	0	0	0	0	4	0	0
sim8	1767	0	0	0	0	0	12	1	0
sim8	1774	0	0	0	0	0	12	1	0
sim8	1804	0	0	0	0	0	5	0	0
sim8	1807	0	0	0	0	0	17	1	0
sim8	1832	0	0	0	0	0	16	1	0
sim8	1974	0	0	0	0	0	14	1	0
sim8	2117	0	0	0	0	0	13	1	0
sim8	2122	0	0	0	0	0	14	1	0
sim8	2195	0	0	0	0	0	5	0	0
sim8	2201	0	0	0	0	0	6	0	0
sim8	2322	0	0	0	0	0	3	0	0
sim8	2623	0	0	0	0	0	12	1	0
sim8	2742	0	0	0	0	0	13	1	0
sim8	2747	0	0	0	0	0	14	1	0
sim8	2822	0	0	0	0	0	10	0	0
sim8	2864	0	0	0	0	0	15	1	0
sim8	2938	0	0	0	0	0	24	1	0
sim8	2972	0	0	0	0	0	4	0	0
sim8	3033	0	0	0	0	0	3	0	0
sim8	3157	0	0	0	0	0	12	1	0
sim8	3181	0	0	0	0	0	12	1	0
sim8	3196	0	0	0	0	0	14	1	0
sim8	3211	0	0	0	0	0	5	0	0
sim8	3280	0	0	0	0	0	14	1	0
sim8	3358	0	0	0	0	0	32	1	0
sim8	3451	0	0	0	0	0	0	0	1
sim8	3467	0	0	0	0	0	0	0	1
sim8	3556	0	0	0	0	0	12	1	0
sim8	3569	0	0	0	0	0	12	1	0
sim8	3570	0	0	0	0	0	6	0	0
sim8	3597	0	0	0	0	0	12	1	0
sim8	3605	0	0	0	0	0	19	1	0
sim8	3608	0	0	0	0	0	13	1	0
sim8	3694	0	0	0	0	0	5	0	0
sim8	3756	0	0	0	0	0	13	1	0
sim8	3775	0	0	0	0	0	13	1	0
sim8	3840	0	0	0	0	0	15	1	0
sim8	3846	0	0	0	0	0	20	1	0
sim8	4000	0	0	0	0	0	13	1	0
sim8	4026	0	0	0	0	0	16	1	0
sim8	4063	0	0	0	0	0	26	1	0
sim8	4114	0	0	0	0	0	13	1	0
sim8	4302	0	0	0	0	0	12	1	0
sim8	4478	0	0	0	0	0	14	1	0
sim8	4487	0	0	0	0	0	12	1	0
sim8	4507	0	0	0	0	0	0	0	1
sim8	4693	0	0	0	0	0	12	1	0
sim8	4953	0	0	0	0	0	6	0	0
sim8	4982	0	0	0	0	0	17	1	0
sim8	5010	0	0	0	0	0	20	1	0
sim8	5028	0	0	0	0	0	16	1	0
sim8	5257	0	0	0	0	0	6	0	0
sim8	5314	0	0	0	0	0	15	1	0
sim8	5341	0	0	0	0	0	8	0	0
sim8	5504	0	0	0	0	0	14	1	0
sim8	5545	0	0	0	0	0	13	1	0
sim8	5575	0	0	0	0	0	13	1	0
sim8	5634	0	0	0	0	0	13	1	0
sim8	5648	0	0	0	0	0	14	1	0
sim8	5716	0	0	0	0	0	12	1	0
sim8	5734	0	0	0	0	0	12	1	0
sim8	5782	0	0	0	0	0	12	1	0
sim8	5793	0	0	0	0	0	13	1	0
sim8	5816	1	1	1	0	0	2	0	0
sim8	5912	0	0	0	0	0	16	1	0
sim8	5931	0	0	0	0	0	14	1	0
sim8	6091	0	0	0	0	0	3	0	0
sim8	6156	0	0	0	0	0	17	1	0
sim8	6165	0	0	0	0	0	14	1	0
sim8	6167	0	0	0	0	0	19	1	0
sim8	6170	0	0	0	0	0	14	1	0
sim8	6258	0	0	0	0	0	8	0	0
sim8	6261	0	0	0	0	0	28	1	0
sim8	6263	0	0	0	0	0	4	0	0
sim8	6302	0	0	0	0	0	17	1	0
sim8	6326	0	0	0	0	0	4	0	0
sim8	6389	0	0	0	0	0	23	1	0
sim8	6424	0	0	0	0	0	9	0	0
sim8	6434	0	0	0	0	0	12	1	0
sim8	6476	0	0	0	0	0	14	1	0
sim8	6502	0	0	0	0	0	16	1	0
sim8	6507	0	0	0	0	0	23	1	0
sim8	6531	0	0	0	0	0	13	1	0
sim8	6547	0	0	0	0	0	6	0	0
sim8	6646	0	0	0	0	0	18	1	0
sim8	6655	0	0	0	0	0	6	0	0
sim8	6759	0	0	0	0	0	12	1	0
sim8	6855	0	0	0	0	0	12	1	0
sim8	6867	0	0	0	0	0	13	1	0
sim8	6872	0	0	0	0	0	14	1	0
sim8	6906	0	0	0	0	0	14	1	0
sim8	6907	0	0	0	0	0	13	1	0
sim8	7157	0	0	0	0	0	5	0	0
sim8	7170	0	0	0	0	0	15	1	0
sim8	7205	0	0	0	0	0	15	1	0
sim8	7223	0	0	0	0	0	3	0	0
sim8	7289	0	0	0	0	0	21	1	0
sim8	7371	0	0	0	0	0	13	1	0
sim8	7409	0	0	0	0	0	4	0	0
sim8	7425	0	0	0	0	0	15	1	0
sim8	7504	0	0	0	0	0	15	1	0
sim8	7581	0	0	0	0	0	14	1	0
sim8	7813	0	0	0	0	0	4	0	0
sim8	7840	0	0	0	0	0	5	0	0
sim8	7965	0	0	0	0	0	13	1	0
sim8	8193	0	0	0	0	0	27	1	0
sim8	8226	0	0	0	0	0	14	1	0
sim8	8233	0	0	0	0	0	12	1	0
sim8	8242	0	0	0	0	0	12	1	0
sim8	8263	0	0	0	0	0	12	1	0
sim8	8312	0	0	0	0	0	6	0	0
sim8	8379	0	0	0	0	0	13	1	0
sim8	8548	0	0	0	0	0	13	1	0
sim8	8560	0	0	0	0	0	13	1	0
sim8	8581	0	0	0	0	0	17	1	0
sim8	8694	1	0	1	1	0	2	0	0
sim8	8743	0	0	0	0	0	20	1	0
sim8	8749	0	0	0	0	0	17	1	0
sim8	9044	0	0	0	0	0	5	0	0
sim8	9130	0	0	0	0	0	12	1	0
sim8	9149	0	0	0	0	0	18	1	0
sim8	9282	0	0	0	0	0	14	1	0
sim8	9462	0	0	0	0	0	13	1	0
sim8	9507	0	0	0	0	0	26	1	0
sim8	9533	0	0	0	0	0	23	1	0
sim8	9663	0	0	0	0	0	7	0	0
sim8	9692	0	0	0	0	0	12	1	0
sim8	9734	0	0	0	0	0	13	1	0
sim8	9737	0	0	0	0	0	32	1	0
sim8	9754	0	0	0	0	0	14	1	0
sim8	9900	0	0	0	0	0	13	1	0
sim8	9907	0	0	0	0	0	14	1	0
sim8	10016	0	0	0	0	0	13	1	0
sim8	10044	0	0	0	0	0	6	0	0
sim8	10051	0	0	0	0	0	15	1	0
sim8	10110	0	0	0	0	0	7	0	0
sim8	10129	0	0	0	0	0	3	0	0
sim8	10134	0	0	0	0	0	12	1	0
sim8	10213	0	0	0	0	0	5	0	0
sim8	10242	0	0	0	0	0	28	1	0
sim8	10500	0	0	0	0	0	8	0	0
sim8	10531	0	0	0	0	0	14	1	0
sim8	10560	0	0	0	0	0	13	1	0
sim8	10617	0	0	0	0	0	5	0	0
sim8	10902	0	0	0	0	0	7	0	0
sim8	11009	0	0	0	0	0	13	1	0
sim8	11097	0	0	0	0	0	12	1	0
sim8	11152	0	0	0	0	0	12	1	0
sim8	11170	0	0	0	0	0	13	1	0
sim8	11187	0	0	0	0	0	6	0	0
sim8	11212	0	0	0	0	0	14	1	0
sim8	11219	0	0	0	0	0	13	1	0
sim8	11276	0	0	0	0	0	12	1	0
sim8	11342	0	0	0	0	0	16	1	0
sim8	22856	0	0	0	0	0	12	1	0
sim8	22871	0	0	0	0	0	14	1	0
sim8	22878	0	0	0	0	0	13	1	0
sim8	22884	0	0	0	0	0	14	1	0
sim8	23037	0	0	0	0	0	12	1	0
sim8	23095	0	0	0	0	0	5	0	0
sim8	23113	0	0	0	0	0	23	1	0
sim8	23246	0	0	0	0	0	17	1	0
sim8	23354	1	1	0	0	0	2	0	0
sim8	23385	0	0	0	0	0	13	1	0
sim8	23418	0	0	0	0	0	5	0	0
sim8	23451	0	0	0	0	0	4	0	0
sim8	23548	0	0	0	0	0	16	1	0
sim8	24141	0	0	0	0	0	14	1	0
sim8	24149	0	0	0	0	0	23	1	0
sim8	25778	0	0	0	0	0	13	1	0
sim8	25925	0	0	0	0	0	6	0	0
sim8	25945	0	0	0	0	0	6	0	0
sim8	25976	0	0	0	0	0	15	1	0
sim8	26058	0	0	0	0	0	6	0	0
sim8	26230	0	0	0	0	0	3	0	0
sim8	26253	0	0	0	0	0	21	1	0
sim8	26579	0	0	0	0	0	24	1	0
sim8	26996	0	0	0	0	0	20	1	0
sim8	27018	0	0	0	0	0	32	1	0
sim8	27074	0	0	0	0	0	20	1	0
sim8	27094	0	0	0	0	0	16	1	0
sim8	27102	0	0	0	0	0	13	1	0
sim8	27136	0	0	0	0	0	13	1	0
sim8	27252	0	0	0	0	0	13	1	0
sim8	28234	0	0	0	0	0	13	1	0
sim8	29929	1	1	1	0	0	2	0	0
sim8	29944	0	0	0	0	0	12	1	0
sim8	29960	0	0	0	0	0	13	1	0
sim8	50805	0	0	0	0	0	12	1	0
sim8	50813	0	0	0	0	0	21	1	0
sim8	50814	0	0	0	0	0	13	1	0
sim8	50834	0	0	0	0	0	12	1	0
sim8	50837	0	0	0	0	0	21	1	0
sim8	51043	0	0	0	0	0	13	1	0
sim8	51068	0	0	0	0	0	15	1	0
sim8	51114	0	0	0	0	0	14	1	0
sim8	51122	0	0	0	0	0	19	1	0
sim8	51186	0	0	0	0	0	32	1	0
